id,address_number,street,common_name,scientific_name,height,width,growth_space_length,growth_space_width,growth_space_type,diameter_base_height,stems,overhead_utilities,land_use,condition,stormwater_benefits_dollar_value,stormwater_benefits_runoff_elim,property_value_benefits_dollarvalue,property_value_benefits_leaf_surface_area,energy_benefits_electricity_dollar_value,energy_benefits_gas_dollar_value,air_quality_benfits_o3dep_dollar_value,air_quality_benfits_o3dep_lbs,air_quality_benfits_vocavd_dollar_value,air_quality_benfits_vocavd_lbs,air_quality_benfits_no2dep_dollar_value,air_quality_benfits_no2dep_lbs,air_quality_benfits_no2avd_dollar_value,air_quality_benfits_no2avd_lbs,air_quality_benfits_so2dep_dollar_value,air_quality_benfits_so2dep_lbs,air_quality_benfits_so2avd_dollar_value,air_quality_benfits_so2avd_lbs,air_quality_benfits_pm10depdollar_value,air_quality_benfits_pm10dep_lbs,air_quality_benfits_pm10avd_dollar_value,air_quality_benfits_pm10avd_lbs,air_quality_benfits_total_dollar_value,air_quality_benfits_total_lbs,co2_benefits_dollar_value,co2_benefits_sequestered_lbs,co2_benefits_sequestered_value,co2_benefits_avoided_lbs,co2_benefits_avoided_value,co2_benefits_decomp_lbs,co2_benefits_maint_lbs,co2_benefits_totalco2_lbs,overall_benefits_dollar_value,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
2051889574,7330,UPLAND ST,Linden: Littleleaf,Tilia cordata,41,6,3,2,Well or Pit,15,1,No,Vacant,Fair,8.769863101,1096.232888,37.14167432,61.72874333,12.78031885,42.83132142,1.468383504,0.31990926,0.053632074,0.023217348,0.617235901,0.134474053,2.818610238,0.614076304,0.170980771,0.049132405,1.139590235,0.327468458,1.35921525,0.163563809,0.348758295,0.041968507,7.976406268,1.673810145,1.021069518,137.600917,1.011091538,224.8324687,1.65206898,-47.37704254,-9.346906468,305.7094367,110.5206535,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46109464,-79.89107509
1724796503,7240,UPLAND ST,Maple: Red,Acer rubrum,24,6,3,2,Well or Pit,6,1,Yes,Residential,Fair,3.974858209,496.8572761,51.52909253,85.64035373,3.388820358,16.08474051,0.464026397,0.101095076,0.017643365,0.00763782,0.200391185,0.04365821,0.875966284,0.190842328,0.058724937,0.016874982,0.302735386,0.086992927,0.444639118,0.053506512,0.110526049,0.013300367,2.474652721,0.513908222,0.314951871,45.28795024,0.332775858,59.61641927,0.438061449,-6.868639496,-3.738762587,94.29696742,77.7671162,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46167485,-79.89296858
777085877,1101,N MURTLAND ST,Elm: spp.,Ulmus spp.,17,0,8,4,Well or Pit,3,1,No,Institutional,Dead,0.621697678,77.71220975,58.58104384,97.36056022,1.491660126,6.275578886,0.01541288,0.003357926,0.000613247,0.000265475,0.006245621,0.001360702,0.031047102,0.006764075,0.001792728,0.000515152,0.011367283,0.003266461,0.066258858,0.007973388,0.018336389,0.002206545,0.151074108,0.025709723,0.012671271,1.829940868,0.013446405,2.240120644,0.016460406,-0.116686565,-0.15958133,3.793793617,67.13372591,Homewood West,9,12,42003120700,2,12,5,18-Mar,40.46062514,-79.90034772
617069155,7214,STRANAHAN ST,Maple: Red,Acer rubrum,35,12,99,10,Open or Restricted,12,1,Yes,Residential,Fair,9.419447758,1177.43097,50.340408,83.66478306,10.0910492,38.67219454,1.274206583,0.27760492,0.045860156,0.019852881,0.550269918,0.119884514,2.357521542,0.513621251,0.161257425,0.04633834,0.900371964,0.258727576,1.220969531,0.146927741,0.293901988,0.035367267,6.804359107,1.418324491,0.778102854,92.06645709,0.676504327,177.5226056,1.304436106,-29.14661103,-7.477525175,232.9649265,116.1055615,Homewood North,9,13,42003561900,2,13,5,18-Mar,40.46244151,-79.89355958
835753844,801,N HOMEWOOD AVE,Zelkova: Japanese,Zelkova serrata,20,7,10,3,Well or Pit,3,1,Yes,Commercial/Industrial,Fair,1.406821622,175.8527028,56.145813,93.31325372,3.857543303,18.71505543,0.205276119,0.044722466,0.020377285,0.008821335,0.086287942,0.018799116,1.008155923,0.219641813,0.023902658,0.00686858,0.344656324,0.099039174,0.190014687,0.022865787,0.127361796,0.015326329,2.006032735,0.4360846,0.272786223,16.48179153,0.121108204,67.86223364,0.498651693,-0.802121984,-1.869381294,81.67252189,82.40405232,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45660251,-79.89666223
138836920,801,N LANG AVE,Maple: Norway,Acer platanoides,13,5,3,3,Well or Pit,3,1,Yes,Residential,Poor,0.609915696,76.239462,11.05663531,18.37591373,1.074626959,5.533515984,0.094011144,0.020481731,0.003602591,0.001559563,0.040641315,0.008854317,0.176555704,0.038465295,0.011695837,0.003360873,0.058568142,0.016829926,0.108637597,0.013073116,0.027420731,0.003299727,0.521133061,0.105924548,0.067793126,11.22473683,0.082479366,11.52739629,0.084703308,-1.314923477,-1.139866642,20.297343,18.86362013,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.4571472,-79.89888394
996391249,133,LARIMER AVE,Linden: Littleleaf,Tilia cordata,31,9,99,99,Open or Unrestricted,19,1,No,Vacant,Fair,12.22108387,1527.635484,29.96754501,49.80547936,14.77774443,54.98931968,2.063359497,0.44953366,0.065969523,0.028558235,0.867334423,0.188961748,3.407740822,0.742427194,0.240260665,0.069040421,1.318345899,0.378835029,1.909957233,0.229838416,0.424126136,0.051038043,10.2970942,2.138232745,0.990001872,138.129192,1.014973303,259.9713513,1.910269489,-89.85338244,-11.83941486,296.4077461,123.2427891,East Liberty,9,11,42003111500,2,11,5,10-Mar,40.46329163,-79.91776881
1533200845,1224,ARCH ST,Maple: Norway,Acer platanoides,30,10,3,2,Well or Pit,10,1,No,Residential,Poor,3.753888017,469.2360021,34.54544845,57.41386622,7.0722689,29.78327042,0.608408368,0.132550843,0.020781077,0.008996137,0.263016863,0.057302149,1.051922258,0.229176963,0.075691506,0.021750433,0.384963842,0.110621794,0.703065837,0.084604794,0.161537716,0.019438955,3.269387467,0.664442067,0.422160608,71.33358964,0.524159217,75.86339201,0.557444205,-17.00203443,-3.799555475,126.3953917,78.84642387,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45643594,-80.00897183
1583621271,2617,EAST HILLS DR,Honeylocust: Thornless,Gleditsia triacanthos inermis,29,7,99,99,Open or Unrestricted,13,1,No,Residential,Fair,11.51340087,1439.175109,100.1074455,166.3766354,15.93536014,57.6174168,1.868019457,0.406975917,0.069921463,0.030269032,0.785223118,0.171072575,3.629006176,0.790633154,0.217514979,0.062504304,1.421418816,0.408453683,1.729139919,0.208079413,0.450937953,0.054264495,10.17118188,2.132252571,1.272851019,138.4191558,1.017103957,280.3362265,2.059910592,-29.56161043,-8.100652273,381.0931196,196.6176562,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45716876,-79.87152496
1615704317,2251,EAST HILLS DR,Maple: Red,Acer rubrum,17,7,99,99,Open or Unrestricted,5,1,No,Multi-family Residential,Fair,3.101185322,387.6481653,36.16045795,85.85425818,2.487621781,12.16404165,0.337853049,0.073606329,0.013209675,0.005718474,0.145902848,0.031787113,0.652721587,0.142205139,0.042757048,0.012286508,0.222270553,0.063870848,0.323737362,0.038957565,0.082495622,0.009927271,1.820947744,0.378359247,0.246764599,37.61413754,0.276388683,43.76245638,0.321566529,-4.379341897,-3.115635489,73.88161653,55.98101905,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45550972,-79.87100834
466972156,2451,BRACEY DR,Birch: River,Betula nigra,16,4,30,30,Median,3,3,No,Residential,Good,1.552354893,194.0443617,56.145813,93.31325372,3.857543303,18.71505543,0.237819894,0.051812613,0.02360783,0.01021984,0.099967738,0.021779464,1.167985521,0.254463076,0.027692104,0.007957501,0.399296961,0.114740506,0.209671378,0.025231213,0.140537155,0.016911812,2.306578581,0.503116025,0.316032819,19.09475848,0.140308285,78.62088043,0.577706229,-0.929287664,-2.165746621,94.62060463,82.89337803,East Hills,9,13,42003130600,2,13,5,19-Mar,40.4554878,-79.86875686
944367540,2569,PARK HILL DR,Sweetgum: American,Liquidambar styraciflua,45,7,99,99,Open or Unrestricted,11,1,No,Residential,Fair,6.182678786,772.8348482,48.12357857,79.98045548,8.596667537,33.33045259,1.019926973,0.222206312,0.039347592,0.017033589,0.413295709,0.090042638,2.018874028,0.439841836,0.118631399,0.034089482,0.767081871,0.220425825,0.930389109,0.111960182,0.251848811,0.030306716,5.559395493,1.165906581,0.601960667,49.99242336,0.367344327,151.2333149,1.111262398,-14.14359568,-6.854398077,180.2277445,102.3947336,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45686362,-79.87153798
1599606518,2021,REMINGTON DR,Cherry/Plum: spp.,Prunus spp.,6,3,99,99,Open or Unrestricted,3,1,No,Residential,Fair,0.852661509,106.5826886,9.674750536,16.079248,1.319577683,6.836408357,0.189734872,0.041336573,0.007285077,0.003153713,0.082022986,0.017869932,0.356682725,0.077708655,0.023604735,0.00678297,0.117950759,0.033893896,0.178941067,0.021533221,0.045226117,0.005442373,1.001448338,0.207721333,0.122938212,17.15413957,0.126048618,23.21412412,0.170577384,-1.691034576,-1.869381294,36.80784782,19.80778464,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45143939,-79.86929871
1722444820,2026,REMINGTON DR,Maple: Silver,Acer saccharinum,47,6,99,99,Open or Unrestricted,17,3,No,Residential,Fair,15.28232899,1910.291124,50.36291831,83.70219475,16.17232066,59.02042752,2.281006301,0.496951264,0.071356622,0.030890312,0.986086241,0.214833604,3.697826791,0.805626752,0.283777821,0.081545351,1.442620451,0.414546107,2.151242401,0.258873935,0.459728911,0.055322372,11.37364554,2.358589697,1.341044934,181.7662236,1.335618211,284.5048564,2.090541685,-54.16746021,-10.59316066,401.5104591,153.552686,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45184084,-79.86901417
645676619,1954,REMINGTON DR,Maple: Norway,Acer platanoides,37,10,99,7,Tree Lawn or Parkway,17,1,Yes,Residential,Fair,11.13219054,1391.523817,65.02413376,108.0688509,14.52847763,52.11751402,2.018123886,0.439678407,0.063449317,0.027467237,0.872441341,0.190074366,3.297378416,0.718383097,0.25107287,0.072147376,1.295877108,0.372378479,1.903315073,0.229039118,0.409549112,0.049283888,10.11120712,2.098451969,1.588033378,284.6334878,2.091486868,255.5862283,1.878047606,-54.16746021,-10.59316066,475.4590952,154.5015565,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45062104,-79.86917686
69154952,1934,REMINGTON DR,Maple: Silver,Acer saccharinum,62,28,99,7,Tree Lawn or Parkway,40,1,Yes,Residential,Poor,32.02080253,4002.600316,47.94605277,79.68541104,30.57135604,100.6118429,3.338529943,0.727348572,0.077412761,0.033512018,1.443257058,0.314435089,4.080584917,0.889016322,0.41534333,0.119351532,1.66204563,0.477599319,3.857945534,0.464253374,0.618033751,0.074372293,15.49315293,3.099888517,1.477584966,211.3296502,1.552850269,327.9353204,2.409668735,-81.67604033,-15.1982219,442.3907084,228.1207922,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45008029,-79.86908376
1055255806,2010,FRANKELLA AVE,Maple: Silver,Acer saccharinum,44,9,99,99,Open or Unrestricted,18,1,No,Residential,Fair,16.37202212,2046.502765,50.88259723,84.56589105,16.66531186,61.71334064,2.430832337,0.529593102,0.074178821,0.032112044,1.050856511,0.228944774,3.834859102,0.835481286,0.302417535,0.086901591,1.486703103,0.427213535,2.292545001,0.275877858,0.477155386,0.057419421,11.9495478,2.47354361,1.429210536,193.9832023,1.42538857,293.1775999,2.154269004,-48.03716821,-11.21628776,427.9073462,159.0120302,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45122853,-79.86931799
1536967510,1918,REMINGTON DR,Maple: Norway,Acer platanoides,31,6,99,99,Open or Unrestricted,8,3,Yes,Residential,Fair,3.582862312,447.857789,27.05123214,44.95862386,4.929959234,22.77777224,0.725728705,0.158110829,0.025216908,0.01091641,0.313734815,0.068351812,1.257417203,0.273947103,0.090287217,0.025944603,0.440336827,0.126533571,0.68444281,0.082363756,0.158415988,0.019063296,3.695580473,0.765231379,0.488595043,81.12373338,0.596097193,86.72826697,0.637279306,-16.58104261,-4.985016783,146.2859409,62.52600144,East Hills,9,13,42003130600,2,13,5,19-Mar,40.44976449,-79.86899908
1844297784,616,W NORTH AVE,Oak: Swamp White,Quercus bicolor,0,0,0,0,Well or Pit,2,1,No,Residential,Very Good,0.445062926,55.63286574,36.01363636,59.85396608,1.316381933,6.638609107,0.015289972,0.003331149,0.000609191,0.000263719,0.00660302,0.001438567,0.029953966,0.006525919,0.001935025,0.000556042,0.010042742,0.002885845,0.069045645,0.008308742,0.017871974,0.002150659,0.151351535,0.02546064,0.00936013,0.990789578,0.007280322,1.976894262,0.014526219,-0.058862208,-0.106387553,2.802434078,44.57440199,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45440287,-80.01358886
1943258283,1935,REMINGTON DR,Maple: Norway,Acer platanoides,30,14,99,7,Tree Lawn or Parkway,12,1,Yes,Residential,Poor,4.980084603,622.5105753,42.8289169,71.18083033,9.657614249,36.51700675,0.784824965,0.170985831,0.026544302,0.01149104,0.339282316,0.073917716,1.36757361,0.29794632,0.097639326,0.028057278,0.52539026,0.150974213,0.906929703,0.109137148,0.208740907,0.025119243,4.256925389,0.867628789,0.569168273,97.77622607,0.718459709,103.5960858,0.761224038,-26.40318266,-4.55946657,170.4096626,98.80971616,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45003582,-79.86918687
1459669145,2021,REMINGTON DR,Maple: Silver,Acer saccharinum,57,20,99,99,Open or Unrestricted,23,1,No,Residential,Fair,21.9583208,2744.7901,52.83770726,87.81524606,19.61847525,73.92352603,3.167061638,0.689991642,0.088246101,0.038201776,1.369130767,0.29828557,4.54907231,0.991083292,0.394011121,0.113221587,1.750304754,0.502961136,2.986891039,0.359433338,0.566574554,0.06817985,14.87129228,3.061358191,1.814017044,249.8462874,1.83587052,345.1299043,2.536014537,-37.52539309,-14.33192325,543.1188754,185.0233387,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45139481,-79.86932779
1420596575,1938,REMINGTON DR,London planetree,Platanus x acerifolia,60,18,99,7,Tree Lawn or Parkway,32,1,Yes,Residential,Good,36.32051199,4540.063999,91.35880683,151.8365674,28.95099954,95.91742181,5.740967409,1.250755427,0.139823702,0.060529741,2.413219151,0.525755806,7.362289362,1.60398461,0.66848683,0.192093917,2.990598964,0.859367518,5.061462813,0.609080964,0.86709716,0.104343822,25.24394539,5.205911806,3.129016515,430.6578669,3.164474006,590.052501,4.335705777,-60.77777872,-23.10129729,936.8312918,280.9207021,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45016248,-79.86909713
1074462753,2010,FRANKELLA AVE,Maple: Norway,Acer platanoides,40,13,99,99,Open or Unrestricted,17,1,No,Residential,Critical,4.478467459,559.8084323,65.02413376,108.0688509,14.52847763,52.11751402,0.172278868,0.037533523,0.005416405,0.002344764,0.0744767,0.016225861,0.281483523,0.061325386,0.02143305,0.006158922,0.110623656,0.031788407,0.765701466,0.092142174,0.164761137,0.019826852,1.596174805,0.267345888,0.135563825,24.29798066,0.178541562,21.81833657,0.160321137,-4.624051481,-0.904294203,40.58797155,137.8803315,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45100549,-79.8695961
1084180336,7923,SUSQUEHANNA ST,Maple: Norway,Acer platanoides,31,9,99,99,Open or Unrestricted,15,1,Yes,Residential,Poor,6.819379481,852.4224352,55.25411957,91.83127651,13.53563227,46.61761125,1.04944986,0.228638314,0.035189139,0.015233393,0.453680495,0.098841066,1.841050638,0.401100357,0.130561057,0.037517545,0.736029888,0.211502841,1.212725501,0.14593568,0.279545694,0.033639674,5.738232272,1.172408871,0.78967977,137.4401807,1.009910448,145.1951265,1.066893789,-40.50490501,-5.699333212,236.431069,128.7546546,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.4489646,-79.88620218
1590067064,4322,WINTERBURN AVE,Elm: American,Ulmus americana,23,7,99,99,Open or Unrestricted,6,3,No,Residential,Fair,3.642067409,455.2584262,67.80865554,112.6966721,3.735258659,15.92753802,0.468683217,0.102109633,0.018142906,0.007854072,0.189920227,0.041376956,0.916516317,0.199676757,0.054514242,0.015665012,0.333469625,0.095824605,0.427538218,0.051448642,0.114947004,0.013832371,2.523731755,0.527788049,0.375492348,56.88729716,0.41800786,65.71099167,0.482844367,-6.436667431,-3.738762587,112.4228588,94.01274374,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.42039203,-79.94037739
1843560415,515,ROSEDALE ST,Elm: American,Ulmus americana,14,3,99,99,Open or Unrestricted,3,2,Yes,Commercial/Industrial,Fair,1.5453628,193.17035,58.58104384,97.36056022,1.491660126,6.275578886,0.180550881,0.039335704,0.00718375,0.003109849,0.073162988,0.015939649,0.363694628,0.079236302,0.021000527,0.006034634,0.133159604,0.038264254,0.164700589,0.019819566,0.045579023,0.00548484,0.98903199,0.207224798,0.148434885,21.43645017,0.157515036,26.24141326,0.192821905,-1.366899763,-1.869381294,44.44158237,69.03111253,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.44973761,-79.88709497
193458324,446,ROSEDALE ST,Sweetgum: American,Liquidambar styraciflua,27,8,3,3,Well or Pit,15,1,Yes,Vacant,Fair,10.06279029,1257.848786,58.31574638,96.91964097,14.83176991,50.09941888,1.644098765,0.358191452,0.062525371,0.02706726,0.666223154,0.145146657,3.281731703,0.714974227,0.19123108,0.05495146,1.322559933,0.380045958,1.499765793,0.180477231,0.406240035,0.048885684,9.074375836,1.90973993,0.998866535,75.27949716,0.553153745,260.9217722,1.917253182,-27.79252607,-9.346906468,299.0618368,143.3829678,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.44903203,-79.88733213
1645219095,7903,SUSQUEHANNA ST,Sweetgum: American,Liquidambar styraciflua,34,6,3,3,Well or Pit,20,1,Yes,Residential,Fair,16.28622032,2035.77754,65.83968247,109.424277,18.03145561,67.97823255,2.534911136,0.552268221,0.081132619,0.035122346,1.02719893,0.223790617,4.182022458,0.911116004,0.294844692,0.084725486,1.608719487,0.462275715,2.312375078,0.278264149,0.520874424,0.062680436,12.56207882,2.610242973,1.316533389,105.4228188,0.774646873,317.2109184,2.330865828,-15.99952176,-12.46254196,394.1716735,182.0142032,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.44921849,-79.88704582
1832098890,4322,WINTERBURN AVE,Maple: Red,Acer rubrum,19,6,99,2,Tree Lawn or Parkway,4,1,No,Residential,Good,2.486325773,310.7907216,51.75382154,86.01384899,1.729946727,8.694030013,0.270614951,0.058957506,0.010839655,0.004692491,0.116865875,0.025460975,0.533280875,0.116183197,0.03424772,0.009841299,0.179109478,0.051468241,0.246978413,0.029720627,0.064293567,0.007736891,1.456230534,0.304061227,0.211607138,34.06568417,0.250314647,35.25817447,0.259077066,-3.080766077,-2.887662161,63.3554304,66.33196173,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.42041972,-79.94027029
530346721,1217,MONTEREY ST,Hornbeam: European,Carpinus betulus,0,0,0,0,Well or Pit,2,1,No,Residential,Very Good,0.244906724,30.61334045,51.88051035,86.22440333,0.501643663,2.655381186,0.005877581,0.001280519,0.000239908,0.000103856,0.002538251,0.000552996,0.011706308,0.002550394,0.000743838,0.000213747,0.003828339,0.001100097,0.026541666,0.003193943,0.007003455,0.000842774,0.058479345,0.009838326,0.005341171,1.016826521,0.007471641,0.753350114,0.005535617,-0.064636072,-0.106387553,1.599153011,55.34626244,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45538073,-80.01302591
1446321927,7923,TIOGA ST,Catalpa: Northern,Catalpa speciosa,39,4,99,99,Open or Unrestricted,23,1,No,Vacant,Fair,20.13862929,2517.328661,45.32639949,75.33159803,18.62144868,70.48893351,2.888915644,0.629393386,0.083994648,0.03636132,1.247586848,0.271805413,4.326649916,0.942625254,0.365607197,0.105059539,1.661391208,0.477411267,2.768215157,0.333118551,0.539011138,0.064862953,13.88137176,2.860637683,1.356820518,165.0991176,1.213148316,327.5901272,2.407132255,-72.12363357,-14.33192325,406.233688,169.8136032,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.4498441,-79.88602225
1817314022,7849,SUSQUEHANNA ST,Maple: Norway,Acer platanoides,22,10,99,99,Open or Unrestricted,6,1,No,Park,Fair,2.340934445,292.6168057,20.34626795,33.81510325,3.230685253,15.5005122,0.470929884,0.102599103,0.016940477,0.00733354,0.203584479,0.044353917,0.839614821,0.182922619,0.058587938,0.016835614,0.288628404,0.082939197,0.444139209,0.053446355,0.10600358,0.012756147,2.428428793,0.503186492,0.322190903,52.76294986,0.387702156,56.8344929,0.417619854,-9.394337996,-3.738762587,96.46434218,44.16901954,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.44950341,-79.8872325
1139786184,4351,LYDIA ST,Crabapple: Flowering,Malus spp.,11,5,99,15,Open or Restricted,10,1,No,Residential,Fair,4.090290344,511.286293,20.16521205,33.51419184,5.245024182,24.68559656,0.802844262,0.174911604,0.027155778,0.011755748,0.350526073,0.076367336,1.350074104,0.294133792,0.103730808,0.029807703,0.468531763,0.134635564,0.752150192,0.090511455,0.170266285,0.020489324,4.025279264,0.832612527,0.433557773,59.52476443,0.437387969,92.27091664,0.678006695,-15.75669368,-6.231270979,129.8077164,58.64496017,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.41953217,-79.94107571
1355315391,4355,LYDIA ST,Linden: Littleleaf,Tilia cordata,24,9,99,99,Open or Unrestricted,16,1,Yes,Residential,Fair,9.632668294,1204.083537,35.34814199,58.74792734,13.27967525,45.87082099,1.617127503,0.35231536,0.056716436,0.02455257,0.679760532,0.148095976,2.965892884,0.646164027,0.188300744,0.054109409,1.184279151,0.340310101,1.496900746,0.18013246,0.367600255,0.044235891,8.55657825,1.789915795,1.013302607,137.7329857,1.012061979,233.6171893,1.716619107,-57.99612751,-9.970033566,303.384014,113.7011874,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.41945715,-79.94107295
1274706573,401,BIGELOW ST,Linden: Littleleaf,Tilia cordata,32,6,99,99,Open or Unrestricted,16,1,No,Residential,Fair,9.632668294,1204.083537,35.34814199,58.74792734,13.27967525,45.87082099,1.617127503,0.35231536,0.056716436,0.02455257,0.679760532,0.148095976,2.965892884,0.646164027,0.188300744,0.054109409,1.184279151,0.340310101,1.496900746,0.18013246,0.367600255,0.044235891,8.55657825,1.789915795,1.013302607,137.7329857,1.012061979,233.6171893,1.716619107,-57.99612751,-9.970033566,303.384014,113.7011874,Greenfield,5,15,42003562900,3,15,4,12-Feb,40.41896192,-79.94098627
1920403061,4322,WINTERBURN AVE,Maple: Norway,Acer platanoides,30,6,99,2,Tree Lawn or Parkway,18,1,No,Residential,Fair,12.13454723,1516.818404,69.90914086,116.187638,15.02490031,54.86746541,2.166636944,0.472034193,0.066318881,0.028709472,0.936644006,0.204061875,3.436406102,0.748672353,0.269549238,0.077456678,1.340271154,0.385135389,2.043379389,0.24589403,0.427243088,0.051413127,10.6864488,2.213377117,1.734512656,314.2492835,2.309103735,264.3193388,1.942218502,-48.03716821,-11.21628776,519.3151663,164.3570153,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.42044864,-79.94003918
733774467,811,BRUSHTON AVE,Cherry: Black,Prunus serotina,14,2,99,99,Open or Unrestricted,2,2,No,Commercial/Industrial,Fair,0.516622475,64.57780944,8.991321523,14.94340222,0.782312894,4.241050804,0.110608519,0.024097717,0.004455116,0.001928622,0.047816413,0.010417519,0.216575236,0.047184147,0.0137607,0.003954224,0.069949596,0.020100459,0.104316124,0.012553084,0.027530415,0.003312926,0.595012119,0.123548697,0.069707699,9.038336518,0.066413697,13.76251574,0.101126966,-0.684029496,-1.246254196,20.87056857,15.19602752,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45507453,-79.88837203
1085561547,801,BRUSHTON AVE,Catalpa: Northern,Catalpa speciosa,9,1,99,99,Open or Unrestricted,3,2,No,Commercial/Industrial,Fair,1.431000437,178.8750546,51.81716595,86.11912616,1.115795195,5.674705599,0.151217546,0.032944999,0.006083341,0.002633481,0.065303749,0.014227396,0.298718315,0.065080243,0.019137361,0.005499242,0.099723008,0.028656037,0.144899593,0.017436774,0.037837316,0.004553227,0.82292023,0.171031399,0.122609188,20.65773031,0.151793002,19.62916506,0.144235105,-1.708176486,-1.869381294,36.7093376,60.9841966,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45483364,-79.88845478
1002142374,124,MADONNA ST,Elm: American,Ulmus americana,11,3,99,99,Open or Unrestricted,2,4,Yes,Residential,Fair,0.96791254,120.9890675,55.32423972,91.94781483,0.924393962,4.048619314,0.109196781,0.023790148,0.004567357,0.001977211,0.044248816,0.009640265,0.229725239,0.050049072,0.012701073,0.003649734,0.08253908,0.023718127,0.099610559,0.01198683,0.028854998,0.003472322,0.611443904,0.128283709,0.085780451,11.23619278,0.082563545,16.26201811,0.119493309,-0.569187018,-1.246254196,25.68276967,61.96238989,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45854566,-79.87290965
1950270398,138,MADONNA ST,Locust: Black,Robinia pseudoacacia,45,10,99,99,Open or Unrestricted,24,1,No,Residential,Fair,27.52823979,3441.029974,117.4451693,195.1915967,23.23933988,82.00402201,3.949670688,0.860494703,0.100506009,0.043509095,1.660246482,0.361709473,5.237356932,1.141036369,0.459905561,0.13215677,2.072686192,0.595599481,3.65602897,0.439955351,0.649904399,0.078207509,17.78630523,3.652668751,1.754229706,271.080341,1.991898346,408.8284664,3.004071571,-139.7352823,-14.95505035,525.2184748,269.757306,East Hills,9,13,42003523100,2,13,5,17-Mar,40.45817149,-79.87225176
1927582386,2500,SIDNEY ST,Maple: Freeman,Acer x freemanii,38,5,99,10,Tree Lawn or Parkway,5,1,No,Residential,Fair,3.017773525,377.2216906,40.19015943,66.79526654,3.196101371,14.98947943,0.432102366,0.094139949,0.016509313,0.007146889,0.181634493,0.039571785,0.821240518,0.178919503,0.050314646,0.014458232,0.285497634,0.08203955,0.399977338,0.04813205,0.103551265,0.012461043,2.290827574,0.476869,0.235251638,19.78985922,0.145415886,56.22609027,0.413149311,-2.465691959,-3.115635489,70.43462205,63.91959297,South Side Flats,3,16,42003160900,3,16,3,24-Apr,40.4285469,-79.96935017
1771603648,1500,BUENA VISTA ST,Hornbeam: American,Carpinus caroliniana,0,0,15,3,Well or Pit,2,1,No,Residential,Very Good,0.244906724,30.61334045,51.88051035,86.22440333,0.501643663,2.655381186,0.005877581,0.001280519,0.000239908,0.000103856,0.002538251,0.000552996,0.011706308,0.002550394,0.000743838,0.000213747,0.003828339,0.001100097,0.026541666,0.003193943,0.007003455,0.000842774,0.058479345,0.009838326,0.005341171,1.016826521,0.007471641,0.753350114,0.005535617,-0.064636072,-0.106387553,1.599153011,55.34626244,Central Northside,6,25,42003250300,1,25,1,21-Jan,40.45708284,-80.01450493
438814752,100,KILMER ST,Maple: Silver,Acer saccharinum,36,10,99,99,Open or Unrestricted,28,1,No,Residential,Poor,20.78190157,2597.737696,53.48176942,88.88566489,23.22434796,83.79803226,2.36436786,0.515112823,0.062059848,0.026865735,1.022123707,0.222684903,3.22208053,0.701978329,0.294148753,0.084525504,1.263151712,0.36297463,2.732221241,0.328787153,0.490515741,0.059027165,11.45066939,2.301956243,1.279613233,180.3545615,1.325245318,249.1248337,1.830569278,-35.72290545,-10.63875533,383.1177344,194.0163338,East Hills,9,13,42003130600,2,13,5,17-Mar,40.45754511,-79.87497088
